SIGLA;SERIE;SESSO;FASE;DESFASE;GIRONE;GRUPPO;SGRUPPO;GIORNATA;DATA;ORA;PARTITA;OSPITANTE;OSPITE;CAMPO;DENOMINAZIONE;CAP;VIA;COMUNE;PROVINCIA;SET1;SET2;PNT1_1;PNT2_1;PNT1_2;PNT2_2;PNT1_3;PNT2_3;PNT1_4;PNT2_4;PNT1_5;PNT2_5
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;17;17/04/2026 00:00:00;21.00;22756;VOLLEY ANGELS CUSANO ASD;SMARTSERVICE LIMBIATE VOLLEY;1762;PALESTRA SAN GIOVANNI BOSCO;20095;VIA MORTELLA;CUSANO MILANINO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;17;17/04/2026 00:00:00;21.15;22757;LOVVEY TEAM BLACK;OSL VOLLEY GARBAGNATE;1104;SCUOLA MEDIA T.CROCI;20037;VIA CHOPIN;PADERNO DUGNANO - CALDERARA;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;17;17/04/2026 00:00:00;21.15;22758;GEAS VOLLEY ASD;NAPOCOLOR - VOLLEY CORMANO;1196;SCUOLA EL. MARTIRI DELLA LIBERTA'';20099;VIA FIORANI (DI FRONTE AL CIVICO 93);SESTO SAN GIOVANNI;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;17;17/04/2026 00:00:00;21.15;22759;CALIMAN BRESSO;G.S. CAGLIERO;2048;TENSOSTRUTTURA BRESSO;20091;VIA DON MINZONI 31;BRESSO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;17;16/04/2026 00:00:00;21.00;22760;VERO VOLLEY NUMIA;ASTRA PHOENIX;1074;SCUOLA MEDIA E. SALA;20900;VIA CLEMENTI 30;MONZA;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;17;15/04/2026 00:00:00;21.15;22761;ASPES VOLLEY CUS STATALE;GPB BOLLATE VOLLEY;1339;PALESTRA SCOLASTICA EX ITC MATTIOLI;20090;VIA G. AMENDOLA;SEGRATE - ROVAGNASCO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;18;22/04/2026 00:00:00;21.15;22762;ASPES VOLLEY CUS STATALE;VERO VOLLEY NUMIA;1339;PALESTRA SCOLASTICA EX ITC MATTIOLI;20090;VIA G. AMENDOLA;SEGRATE - ROVAGNASCO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;18;22/04/2026 00:00:00;21.15;22763;ASTRA PHOENIX;CALIMAN BRESSO;1842;OMNICOMPRENSIVO PARCO NORD (SUD 4);20092;VIA GORKY 100;CINISELLO BALSAMO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;18;24/04/2026 00:00:00;21.00;22764;G.S. CAGLIERO;GEAS VOLLEY ASD;1751;OMNICOMPRENSIVO PARCO NORD (SUD 2);20092;VIA GORKY 100;CINISELLO BALSAMO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;18;21/04/2026 00:00:00;21.15;22765;NAPOCOLOR - VOLLEY CORMANO;LOVVEY TEAM BLACK;1028;PALAZZETTO BRUSUGLIO;20032;VIA BIZZOZZERO 14;CORMANO - BRUSUGLIO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;18;24/04/2026 00:00:00;21.15;22766;OSL VOLLEY GARBAGNATE;VOLLEY ANGELS CUSANO ASD;1427;SCUOLA MEDIA ORATORIO S. LUIGI;20024;VIA GRAN SASSO 15;GARBAGNATE MILANESE;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;18;24/04/2026 00:00:00;21.00;22767;GPB BOLLATE VOLLEY;SMARTSERVICE LIMBIATE VOLLEY;1552;PALAZZETTO DELLO SPORT 'CARLO GALIMBERTI';20021;VIA VARALLI 20;BOLLATE;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;19;29/04/2026 00:00:00;21.00;22768;SMARTSERVICE LIMBIATE VOLLEY;OSL VOLLEY GARBAGNATE;1151;SCUOLA ELEMENTARE COLLODI;20812;VIA GIOTTO ANGOLO VIA GIAMBATTISTA TIEPOLO 6;LIMBIATE;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;19;29/04/2026 00:00:00;21.00;22769;VOLLEY ANGELS CUSANO ASD;NAPOCOLOR - VOLLEY CORMANO;1762;PALESTRA SAN GIOVANNI BOSCO;20095;VIA MORTELLA;CUSANO MILANINO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;19;30/04/2026 00:00:00;21.15;22770;LOVVEY TEAM BLACK;G.S. CAGLIERO;1104;SCUOLA MEDIA T.CROCI;20037;VIA CHOPIN;PADERNO DUGNANO - CALDERARA;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;19;29/04/2026 00:00:00;21.15;22771;GEAS VOLLEY ASD;ASTRA PHOENIX;1196;SCUOLA EL. MARTIRI DELLA LIBERTA'';20099;VIA FIORANI (DI FRONTE AL CIVICO 93);SESTO SAN GIOVANNI;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;19;30/04/2026 00:00:00;21.15;22772;CALIMAN BRESSO;ASPES VOLLEY CUS STATALE;1024;SCUOLA MEDIA MANZONI;20091;VIA PATELLANI;BRESSO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;19;30/04/2026 00:00:00;21.00;22773;VERO VOLLEY NUMIA;GPB BOLLATE VOLLEY;1074;SCUOLA MEDIA E. SALA;20900;VIA CLEMENTI 30;MONZA;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;20;07/05/2026 00:00:00;21.00;22774;VERO VOLLEY NUMIA;CALIMAN BRESSO;1074;SCUOLA MEDIA E. SALA;20900;VIA CLEMENTI 30;MONZA;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;20;06/05/2026 00:00:00;21.15;22775;ASPES VOLLEY CUS STATALE;GEAS VOLLEY ASD;1339;PALESTRA SCOLASTICA EX ITC MATTIOLI;20090;VIA G. AMENDOLA;SEGRATE - ROVAGNASCO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;20;06/05/2026 00:00:00;21.15;22776;ASTRA PHOENIX;LOVVEY TEAM BLACK;1842;OMNICOMPRENSIVO PARCO NORD (SUD 4);20092;VIA GORKY 100;CINISELLO BALSAMO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;20;08/05/2026 00:00:00;21.00;22777;G.S. CAGLIERO;VOLLEY ANGELS CUSANO ASD;1751;OMNICOMPRENSIVO PARCO NORD (SUD 2);20092;VIA GORKY 100;CINISELLO BALSAMO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;20;05/05/2026 00:00:00;21.15;22778;NAPOCOLOR - VOLLEY CORMANO;SMARTSERVICE LIMBIATE VOLLEY;1028;PALAZZETTO BRUSUGLIO;20032;VIA BIZZOZZERO 14;CORMANO - BRUSUGLIO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;20;08/05/2026 00:00:00;21.00;22779;GPB BOLLATE VOLLEY;OSL VOLLEY GARBAGNATE;1552;PALAZZETTO DELLO SPORT 'CARLO GALIMBERTI';20021;VIA VARALLI 20;BOLLATE;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;21;15/05/2026 00:00:00;21.15;22780;OSL VOLLEY GARBAGNATE;NAPOCOLOR - VOLLEY CORMANO;1427;SCUOLA MEDIA ORATORIO S. LUIGI;20024;VIA GRAN SASSO 15;GARBAGNATE MILANESE;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;21;13/05/2026 00:00:00;21.00;22781;SMARTSERVICE LIMBIATE VOLLEY;G.S. CAGLIERO;1151;SCUOLA ELEMENTARE COLLODI;20812;VIA GIOTTO ANGOLO VIA GIAMBATTISTA TIEPOLO 6;LIMBIATE;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;21;15/05/2026 00:00:00;21.15;22782;VOLLEY ANGELS CUSANO ASD;ASTRA PHOENIX;1762;PALESTRA SAN GIOVANNI BOSCO;20095;VIA MORTELLA;CUSANO MILANINO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;21;15/05/2026 00:00:00;21.15;22783;LOVVEY TEAM BLACK;ASPES VOLLEY CUS STATALE;1104;SCUOLA MEDIA T.CROCI;20037;VIA CHOPIN;PADERNO DUGNANO - CALDERARA;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;21;14/05/2026 00:00:00;21.15;22784;GEAS VOLLEY ASD;VERO VOLLEY NUMIA;1199;ISTITUTO ERASMO DA ROTTERDAM;20099;VIA CANTORE (ANG.V.LE ITALIA 409) 121;SESTO SAN GIOVANNI;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;21;15/05/2026 00:00:00;21.15;22785;CALIMAN BRESSO;GPB BOLLATE VOLLEY;2048;TENSOSTRUTTURA BRESSO;20091;VIA DON MINZONI 31;BRESSO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;22;22/05/2026 00:00:00;21.15;22786;CALIMAN BRESSO;GEAS VOLLEY ASD;2048;TENSOSTRUTTURA BRESSO;20091;VIA DON MINZONI 31;BRESSO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;22;21/05/2026 00:00:00;21.00;22787;VERO VOLLEY NUMIA;LOVVEY TEAM BLACK;1074;SCUOLA MEDIA E. SALA;20900;VIA CLEMENTI 30;MONZA;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;22;20/05/2026 00:00:00;21.15;22788;ASPES VOLLEY CUS STATALE;VOLLEY ANGELS CUSANO ASD;1339;PALESTRA SCOLASTICA EX ITC MATTIOLI;20090;VIA G. AMENDOLA;SEGRATE - ROVAGNASCO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;22;20/05/2026 00:00:00;21.15;22789;ASTRA PHOENIX;SMARTSERVICE LIMBIATE VOLLEY;1842;OMNICOMPRENSIVO PARCO NORD (SUD 4);20092;VIA GORKY 100;CINISELLO BALSAMO;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;22;22/05/2026 00:00:00;21.15;22790;OSL VOLLEY GARBAGNATE;G.S. CAGLIERO;1427;SCUOLA MEDIA ORATORIO S. LUIGI;20024;VIA GRAN SASSO 15;GARBAGNATE MILANESE;;0;0;0;0;0;0;0;0;0;0;0;0
2D/F;2^ Divisione - Femminile;F;1;FASE UNICA;F;0;0;22;22/05/2026 00:00:00;21.00;22791;GPB BOLLATE VOLLEY;NAPOCOLOR - VOLLEY CORMANO;1552;PALAZZETTO DELLO SPORT 'CARLO GALIMBERTI';20021;VIA VARALLI 20;BOLLATE;;0;0;0;0;0;0;0;0;0;0;0;0
